Year,Quarter,Type_of_application,Category_of_leave,Geographical_region,Nationality,Applications
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zimbabwe,81
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Afghanistan,3
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Albania,12
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Algeria,10
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Angola,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Antigua and Barbuda,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Argentina,12
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Armenia,6
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,Australia,360
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Azerbaijan,21
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,"Bahamas, The",1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Bahrain,11
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Bangladesh,120
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Barbados,10
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Belarus,26
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Bolivia,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Bosnia and Herzegovina,5
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Botswana,9
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Brazil,71
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Other,British overseas citizens,29
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Brunei,9
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Burkina,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Burma,61
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Burundi,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Cameroon,10
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America North,Canada,316
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Chile,11
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,China,879
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Colombia,27
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Congo,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Costa Rica,6
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Dominican Republic,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Ecuador,4
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Egypt,255
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ethiopia,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Gabon,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,"Gambia, The",2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Georgia,4
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ghana,37
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Grenada,4
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guatemala,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Guinea,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guyana,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Honduras,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Hong Kong,68
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,India,3653
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Indonesia,48
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Iran,126
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Iraq,53
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Israel,23
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ivory Coast,4
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Jamaica,41
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Japan,116
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Jordan,51
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Kazakhstan,30
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Kenya,58
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Korea (North),1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Korea (South),93
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Kosovo,3
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Kuwait,3
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Kyrgyzstan,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Lebanon,30
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Lesotho,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Libya,31
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Macau,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Macedonia,7
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Malawi,9
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Malaysia,603
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Maldives,9
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Mauritius,66
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Mexico,48
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Mongolia,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Montenegro,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Morocco,24
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Mozambique,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Namibia,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Nepal,53
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,New Zealand,119
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Nicaragua,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Nigeria,532
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Occupied Palestinian Territories,7
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Oman,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Other,Other and unknown,14
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Pakistan,607
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Paraguay,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Peru,12
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Philippines,320
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Qatar,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Russia,229
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Rwanda,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,Samoa,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Saudi Arabia,10
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Senegal,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Serbia,30
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Seychelles,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Sierra Leone,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Singapore,190
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,South Africa,125
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Sri Lanka,123
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Kitts and Nevis,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Lucia,3
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Vincent and the Grenadines,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Sudan,87
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Syria,18
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Taiwan,36
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Tanzania,6
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Thailand,40
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Togo,3
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,Tonga,1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Trinidad and Tobago,47
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Tunisia,11
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Turkey,99
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Uganda,14
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Ukraine,81
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,United Arab Emirates,2
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America North,United States,726
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Uzbekistan,7
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Venezuela,11
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Vietnam,89
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Yemen,3
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Zambia,7
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Zimbabwe,50
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Antigua and Barbuda,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Argentina,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Oceania,Australia,6
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Bangladesh,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Bolivia,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Brazil,8
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America North,Canada,7
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cape Verde,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,China,19
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Colombia,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Egypt,5
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,"Gambia, The",1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Hong Kong,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,India,25
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Indonesia,4
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Iran,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Iraq,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Israel,3
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Jamaica,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Japan,4
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Jordan,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia Central,Kazakhstan,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Kenya,5
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Korea (South),7
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Lebanon,3
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Libya,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Madagascar,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Malawi,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Malaysia,15
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mauritius,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Mexico,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Morocco,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Nepal,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Oceania,New Zealand,4
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Nigeria,4
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other,Other and unknown,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Pakistan,5
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Peru,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Philippines,5
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Russia,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Serbia,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Singapore,10
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,South Africa,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Sri Lanka,7
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Sudan,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Syria,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Taiwan,5
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Tanzania,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Thailand,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Trinidad and Tobago,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Turkey,4
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Ukraine,3
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America North,United States,25
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Venezuela,1
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zimbabwe,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Albania,12
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa North,Algeria,8
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Argentina,30
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Armenia,5
2018,2018 Q4,Visa,Worker (Previously Tier 2),Oceania,Australia,579
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Azerbaijan,21
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,"Bahamas, The",2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Bahrain,11
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South,Bangladesh,43
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Barbados,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Belarus,28
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Belize,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Bolivia,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Bosnia and Herzegovina,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Botswana,5
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Brazil,176
2018,2018 Q4,Visa,Worker (Previously Tier 2),Other,British overseas citizens,21
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Brunei,6
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Burma,31
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Cameroon,4
2018,2018 Q4,Visa,Worker (Previously Tier 2),America North,Canada,320
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Chad,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Chile,17
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia East,China,479
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Colombia,32
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Congo,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Congo (Democratic Republic),3
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Costa Rica,6
2018,2018 Q4,Visa,Worker (Previously Tier 2),EU Other,Croatia,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Cuba,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Dominica,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Dominican Republic,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Ecuador,7
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa North,Egypt,238
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Ethiopia,4
2018,2018 Q4,Visa,Worker (Previously Tier 2),Oceania,Fiji,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,"Gambia, The",1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Georgia,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Ghana,47
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Grenada,6
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Guyana,20
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Haiti,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Honduras,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia East,Hong Kong,36
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South,India,6766
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Indonesia,18
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Iran,71
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Iraq,23
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Israel,45
2018,2018 Q4,Visa,Worker (Previously Tier 2),EU 14,Italy,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Jamaica,99
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia East,Japan,313
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Jordan,24
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia Central,Kazakhstan,21
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Kenya,39
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia East,Korea (South),84
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Kosovo,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Kuwait,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia Central,Kyrgyzstan,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Lebanon,31
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Lesotho,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa North,Libya,8
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Macedonia,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Madagascar,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Malawi,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Malaysia,135
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South,Maldives,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Mauritius,16
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Mexico,59
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Moldova,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Montenegro,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa North,Morocco,17
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Namibia,8
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South,Nepal,22
2018,2018 Q4,Visa,Worker (Previously Tier 2),Oceania,New Zealand,124
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Nicaragua,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Niger,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Nigeria,438
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Occupied Palestinian Territories,7
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Oman,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),Other,Other and unknown,7
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South,Pakistan,311
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Panama,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Oceania,Papua New Guinea,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Paraguay,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Peru,7
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Philippines,868
2018,2018 Q4,Visa,Worker (Previously Tier 2),Other,Refugee,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Russia,227
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Saudi Arabia,45
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Senegal,4
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Serbia,14
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Sierra Leone,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Singapore,72
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,South Africa,370
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South,Sri Lanka,67
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,St. Lucia,5
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,St. Vincent and the Grenadines,4
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa North,Sudan,52
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Svalbard and Jan Mayen,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Syria,9
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia East,Taiwan,45
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia Central,Tajikistan,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Tanzania,5
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Thailand,15
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Togo,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Trinidad and Tobago,19
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa North,Tunisia,11
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Turkey,143
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Uganda,19
2018,2018 Q4,Visa,Worker (Previously Tier 2),Europe Other,Ukraine,53
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,United Arab Emirates,3
2018,2018 Q4,Visa,Worker (Previously Tier 2),America North,United States,1310
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Uruguay,2
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia Central,Uzbekistan,5
2018,2018 Q4,Visa,Worker (Previously Tier 2),America Central and South,Venezuela,7
2018,2018 Q4,Visa,Worker (Previously Tier 2),Asia South East,Vietnam,19
2018,2018 Q4,Visa,Worker (Previously Tier 2),Middle East,Yemen,9
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zambia,14
2018,2018 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zimbabwe,79
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Afghanistan,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Albania,8
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Algeria,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Angola,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Argentina,48
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Armenia,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Australia,552
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),EU 14,Austria,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Azerbaijan,8
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Bahrain,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Bangladesh,5
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Barbados,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Belarus,22
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Bolivia,1
